"","TIME","REP_AIRP","UNIT","TRA_MEAS","TRA_COV","AIRCRAFT","Value","Flag.and.Footnotes"
"8909",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",84,NA
"8910",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Airbus A340 - all models",49,NA
"8911",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",115,NA
"8912",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Other BAe models",5,NA
"8913",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",4,NA
"8914",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Boeing 777 - all models",276,NA
"8915",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",234,NA
"8916",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",177,NA
"8917",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",5,NA
"8918",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",13,NA
"8919",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Embraer 120",473,NA
"8920",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Embraer 145",32,NA
"8921",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Embraer 170",2,NA
"8922",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",2,NA
"8923",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Fokker 100",3,NA
"8924",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Saab 340",6,NA
"8925",2011,"HANNOVER airport","Tonne","Freight and mail on board","Total transport","Unknown",6,NA
"8926",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",3,NA
"8927",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",201,NA
"8928",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",105,NA
"8929",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",33,NA
"8930",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Airbus A340 - all models",2,NA
"8931",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",5,NA
"8932",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",298,NA
"8933",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",5,NA
"8934",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",5,NA
"8935",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Embraer 145",8,NA
"8936",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",20,NA
"8937",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Fokker 70",6,NA
"8938",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Saab 340",5,NA
"8939",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Other",16,NA
"8940",2011,"BREMEN airport","Tonne","Freight and mail on board","Total transport","Unknown",8,NA
"8941",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",13,NA
"8942",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",15,NA
"8943",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",865,NA
"8944",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",16,NA
"8945",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Other BAe models",21,NA
"8946",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",71,NA
"8947",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",21,NA
"8948",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Boeing 767 - all models",422,NA
"8949",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",2,NA
"8950",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",36,NA
"8951",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Saab 340",3,NA
"8952",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Other",824,NA
"8953",2011,"FRANKFURT-HAHN airport","Tonne","Freight and mail on board","Total transport","Unknown",719,NA
"8954",2011,"PADERBORN/LIPPSTADT airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",11,NA
"8955",2011,"PADERBORN/LIPPSTADT airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",2,NA
"8956",2011,"PADERBORN/LIPPSTADT airport","Tonne","Freight and mail on board","Total transport","Other",10,NA
"8957",2011,"PADERBORN/LIPPSTADT airport","Tonne","Freight and mail on board","Total transport","Unknown",6,NA
"8958",2011,"DORTMUND airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",13,NA
"8959",2011,"DORTMUND airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",1,NA
"8960",2011,"DORTMUND airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",2,NA
"8961",2011,"DORTMUND airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",7,NA
"8962",2011,"DORTMUND airport","Tonne","Freight and mail on board","Total transport","Saab 340",6,NA
"8963",2011,"DORTMUND airport","Tonne","Freight and mail on board","Total transport","Other",4,NA
"8964",2011,"FRIEDRICHSHAFEN airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",1,NA
"8965",2011,"ZWEIBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",18,NA
"8966",2011,"ZWEIBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",3,NA
"8967",2011,"ZWEIBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",4,NA
"8968",2011,"ZWEIBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",78,NA
"8969",2011,"ZWEIBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Saab 340",10,NA
"8970",2011,"ZWEIBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Other",9,NA
"8971",2011,"ZWEIBRUECKEN airport","Tonne","Freight and mail on board","Total transport","Unknown",1,NA
"8972",2011,"KARLSRUHE/BADEN-BADEN airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",5,NA
"8973",2011,"KARLSRUHE/BADEN-BADEN airport","Tonne","Freight and mail on board","Total transport","Saab 340",589,NA
"8974",2011,"KARLSRUHE/BADEN-BADEN airport","Tonne","Freight and mail on board","Total transport","Other",7,NA
"8975",2011,"KARLSRUHE/BADEN-BADEN airport","Tonne","Freight and mail on board","Total transport","Unknown",6,NA
"8976",2011,"LAAGE airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",3,NA
"8977",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",478,NA
"8978",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",450,NA
"8979",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",131,NA
"8980",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",36,NA
"8981",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",468,NA
"8982",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",656,NA
"8983",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",26,NA
"8984",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",134,NA
"8985",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",780,NA
"8986",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",10,NA
"8987",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",1,NA
"8988",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",276,NA
"8989",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",1,NA
"8990",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Embraer 145",11,NA
"8991",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Embraer 170",85,NA
"8992",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",24,NA
"8993",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Fokker 50",515,NA
"8994",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Fokker 70",14,NA
"8995",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Saab 340",565,NA
"8996",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Other Tupolev models",14,NA
"8997",2011,"LENNART MERI TALLINN airport","Tonne","Freight and mail on board","Total transport","Other",845,NA
"8998",2011,"CORK airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",641,NA
"8999",2011,"CORK airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",105,NA
"9000",2011,"CORK airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",45,NA
"9001",2011,"CORK airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",4,NA
"9002",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",20,NA
"9003",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Airbus A310 - all models",115,NA
"9004",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",483,NA
"9005",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",20,NA
"9006",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 85",82,NA
"9007",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",623,NA
"9008",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Boeing 777 - all models",224,NA
"9009",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Boeing MD-81",25,NA
"9010",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",217,NA
"9011",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",36,NA
"9012",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Other Boeing models",12,NA
"9013",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Other Dornier models",3,NA
"9014",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Embraer 145",4,NA
"9015",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",92,NA
"9016",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Other",358,NA
"9017",2011,"DUBLIN airport","Tonne","Freight and mail on board","Total transport","Unknown",7,NA
"9018",2011,"IRELAND WEST airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",8,NA
"9019",2011,"IRELAND WEST airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",3,NA
"9020",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",414,NA
"9021",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",77,NA
"9022",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Airbus A300 - all models",52,NA
"9023",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",40,NA
"9024",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",115,NA
"9025",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",76,NA
"9026",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",100,NA
"9027",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",138,NA
"9028",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Douglas DC-8 - all models",79,NA
"9029",2011,"SHANNON airport","Tonne","Freight and mail on board","Total transport","Other Lockheed models",152,NA
"9030",2011,"ALEXANDROUPOLIS/DIMOKRITOS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",9,NA
"9031",2011,"ALEXANDROUPOLIS/DIMOKRITOS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",58,NA
"9032",2011,"ALEXANDROUPOLIS/DIMOKRITOS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",1,NA
"9033",2011,"ALEXANDROUPOLIS/DIMOKRITOS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",322,NA
"9034",2011,"ALEXANDROUPOLIS/DIMOKRITOS airport","Tonne","Freight and mail on board","Total transport","Other",80,NA
"9035",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Airbus A318 - all models",8,NA
"9036",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","BAe 146 - all models",9,NA
"9037",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Boeing 717 - all models",4,NA
"9038",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",229,NA
"9039",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",684,NA
"9040",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-11",637,NA
"9041",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-81",5,NA
"9042",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-82",36,NA
"9043",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-87",3,NA
"9044",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Canadair CL-600 regional jet - all models",4,NA
"9045",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Embraer 145",4,NA
"9046",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Embraer 170",158,NA
"9047",2011,"ATHINAI/ELEFTHERIOS VENIZELOS airport","Tonne","Freight and mail on board","Total transport","Other Embraer models",127,NA
"9048",2011,"CHIOS/OMIROS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",64,NA
"9049",2011,"CHIOS/OMIROS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",80,NA
"9050",2011,"CHIOS/OMIROS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",22,NA
"9051",2011,"CHIOS/OMIROS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",167,NA
"9052",2011,"CHIOS/OMIROS airport","Tonne","Freight and mail on board","Total transport","Other",6,NA
"9053",2011,"IKARIA/IKAROS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",64,NA
"9054",2011,"IRAKLION/NIKOS KAZANTZAKIS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",541,NA
"9055",2011,"IRAKLION/NIKOS KAZANTZAKIS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",483,NA
"9056",2011,"IRAKLION/NIKOS KAZANTZAKIS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",8,NA
"9057",2011,"IRAKLION/NIKOS KAZANTZAKIS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",3,NA
"9058",2011,"IRAKLION/NIKOS KAZANTZAKIS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",2,NA
"9059",2011,"IRAKLION/NIKOS KAZANTZAKIS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",68,NA
"9060",2011,"IRAKLION/NIKOS KAZANTZAKIS airport","Tonne","Freight and mail on board","Total transport","Other",625,NA
"9061",2011,"KITHIRA/ALEXANDROS ARISTOTELOUS ONASSIS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",72,NA
"9062",2011,"KEFALLINIA/ANNA POLLATOU airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",57,NA
"9063",2011,"KEFALLINIA/ANNA POLLATOU airport","Tonne","Freight and mail on board","Total transport","Other",1,NA
"9064",2011,"KASTELORIZO airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",40,NA
"9065",2011,"KOS/IPPOKRATIS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",59,NA
"9066",2011,"KOS/IPPOKRATIS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",324,NA
"9067",2011,"KOS/IPPOKRATIS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",24,NA
"9068",2011,"KOS/IPPOKRATIS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",13,NA
"9069",2011,"KOS/IPPOKRATIS airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",1,NA
"9070",2011,"KOS/IPPOKRATIS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",279,NA
"9071",2011,"KOS/IPPOKRATIS airport","Tonne","Freight and mail on board","Total transport","Other",36,NA
"9072",2011,"KARPATHOS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",11,NA
"9073",2011,"KERKIRA/IOANNIS KAPODISTRIAS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",17,NA
"9074",2011,"KERKIRA/IOANNIS KAPODISTRIAS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",82,NA
"9075",2011,"KERKIRA/IOANNIS KAPODISTRIAS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",88,NA
"9076",2011,"KERKIRA/IOANNIS KAPODISTRIAS airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",1,NA
"9077",2011,"KERKIRA/IOANNIS KAPODISTRIAS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",36,NA
"9078",2011,"KERKIRA/IOANNIS KAPODISTRIAS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",31,NA
"9079",2011,"KERKIRA/IOANNIS KAPODISTRIAS airport","Tonne","Freight and mail on board","Total transport","Other",68,NA
"9080",2011,"KASSOS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",44,NA
"9081",2011,"KAVALA/MEGAS ALEXANDROS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",544,NA
"9082",2011,"KAVALA/MEGAS ALEXANDROS airport","Tonne","Freight and mail on board","Total transport","Other",285,NA
"9083",2011,"KALYMNOS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",45,NA
"9084",2011,"KALYMNOS airport","Tonne","Freight and mail on board","Total transport","Other",2,NA
"9085",2011,"LEROS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",88,NA
"9086",2011,"LIMNOS/IFAISTOS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",4,NA
"9087",2011,"LIMNOS/IFAISTOS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",1,NA
"9088",2011,"LIMNOS/IFAISTOS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",134,NA
"9089",2011,"LIMNOS/IFAISTOS airport","Tonne","Freight and mail on board","Total transport","Other",34,NA
"9090",2011,"MIKONOS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",2,NA
"9091",2011,"MIKONOS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",51,NA
"9092",2011,"MIKONOS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",8,NA
"9093",2011,"MIKONOS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",3,NA
"9094",2011,"MILOS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",50,NA
"9095",2011,"MITILINI/ODYSSEAS ELYTIS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",32,NA
"9096",2011,"MITILINI/ODYSSEAS ELYTIS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",338,NA
"9097",2011,"MITILINI/ODYSSEAS ELYTIS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",51,NA
"9098",2011,"MITILINI/ODYSSEAS ELYTIS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",21,NA
"9099",2011,"MITILINI/ODYSSEAS ELYTIS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",130,NA
"9100",2011,"MITILINI/ODYSSEAS ELYTIS airport","Tonne","Freight and mail on board","Total transport","Other",7,NA
"9101",2011,"RODOS/DIAGORAS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",252,NA
"9102",2011,"RODOS/DIAGORAS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",45,NA
"9103",2011,"RODOS/DIAGORAS airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",5,NA
"9104",2011,"RODOS/DIAGORAS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",4,NA
"9105",2011,"RODOS/DIAGORAS airport","Tonne","Freight and mail on board","Total transport","Boeing MD-83",1,NA
"9106",2011,"RODOS/DIAGORAS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",66,NA
"9107",2011,"RODOS/DIAGORAS airport","Tonne","Freight and mail on board","Total transport","Other",157,NA
"9108",2011,"CHANIA/IOANNIS DASKALOGIANNIS airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",1,NA
"9109",2011,"CHANIA/IOANNIS DASKALOGIANNIS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",155,NA
"9110",2011,"CHANIA/IOANNIS DASKALOGIANNIS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",821,NA
"9111",2011,"CHANIA/IOANNIS DASKALOGIANNIS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",38,NA
"9112",2011,"CHANIA/IOANNIS DASKALOGIANNIS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",33,NA
"9113",2011,"CHANIA/IOANNIS DASKALOGIANNIS airport","Tonne","Freight and mail on board","Total transport","Boeing 747 - all models",1,NA
"9114",2011,"CHANIA/IOANNIS DASKALOGIANNIS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",115,NA
"9115",2011,"CHANIA/IOANNIS DASKALOGIANNIS airport","Tonne","Freight and mail on board","Total transport","Other",120,NA
"9116",2011,"SAMOS/ARISTARCHOS OF SAMOS airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",61,NA
"9117",2011,"SAMOS/ARISTARCHOS OF SAMOS airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",56,NA
"9118",2011,"SAMOS/ARISTARCHOS OF SAMOS airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",1,NA
"9119",2011,"SAMOS/ARISTARCHOS OF SAMOS airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",13,NA
"9120",2011,"SAMOS/ARISTARCHOS OF SAMOS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",294,NA
"9121",2011,"SAMOS/ARISTARCHOS OF SAMOS airport","Tonne","Freight and mail on board","Total transport","Other",66,NA
"9122",2011,"SYROS/DIMITRIOS VIKELAS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",5,NA
"9123",2011,"SYROS/DIMITRIOS VIKELAS airport","Tonne","Freight and mail on board","Total transport","Other",3,NA
"9124",2011,"SANTORINI airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",9,NA
"9125",2011,"SANTORINI airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",39,NA
"9126",2011,"SANTORINI airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",76,NA
"9127",2011,"SANTORINI airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",7,NA
"9128",2011,"SANTORINI airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",36,NA
"9129",2011,"SITIA/VITSENTZOS KORNAROS airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",13,NA
"9130",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 42 - all models",4,NA
"9131",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Airbus A319 - all models",689,NA
"9132",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",426,NA
"9133",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",9,NA
"9134",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Other Antonov models",5,NA
"9135",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","BAe-Avroliner RJ 100",17,NA
"9136",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",225,NA
"9137",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Boeing 757 - all models",106,NA
"9138",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","De Havilland Canada Dash 8 - all models",53,NA
"9139",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Fokker 70",1,NA
"9140",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Fokker 100",9,NA
"9141",2011,"THESSALONIKI/MAKEDONIA airport","Tonne","Freight and mail on board","Total transport","Tupolev Tu-154",11,NA
"9142",2011,"FUERTEVENTURA airport","Tonne","Freight and mail on board","Total transport","Aerospatiale ATR 72 - all models",354,NA
"9143",2011,"FUERTEVENTURA airport","Tonne","Freight and mail on board","Total transport","Airbus A320 - all models",88,NA
"9144",2011,"FUERTEVENTURA airport","Tonne","Freight and mail on board","Total transport","Airbus A321 - all models",14,NA
"9145",2011,"FUERTEVENTURA airport","Tonne","Freight and mail on board","Total transport","Airbus A330 - all models",46,NA
"9146",2011,"FUERTEVENTURA airport","Tonne","Freight and mail on board","Total transport","Boeing 737 - all models",306,NA
